A,TOTAL,M,MEI_E,PPS,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4411 	4745 	5078 	5174 	5020 	: 	: 	: 
A,TOTAL,M,MEI_E,PPS,AT	14772 	14610 	14786 	15068 	15687 	17018 	17822 	17412 b	18382 	19510 	19552 	20445 	21701 b	22165 	22436 	23241 	23724 	23676 	24871 	25247 	25974 	26558 	26159 	26774 	26329 	27156 	28173 	32714 	: 
A,TOTAL,M,MEI_E,PPS,BE	14539 	14698 	15556 	16126 	17028 	17442 	18265 	17364 b	16260 	18079 	18505 	18115 	19100 	19495 	19414 	19974 	20273 	21686 	21596 	22423 	23965 	23046 	23187 	24080 b	24540 	24813 	26450 	27373 	28915 
A,TOTAL,M,MEI_E,PPS,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3727 	3912 	5979 	6811 	6926 	6960 	6650 	7167 	8148 	8764 	8482 b	9938 	9649 	11424 	11398 	12462 	12887 	14508 	17315 
A,TOTAL,M,MEI_E,PPS,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24538 	26091 	27120 	26534 	27295 	28045 	30054 	30888 b	31455 	32797 	32406 	32129 	32513 	31732 	32276 	32431 	33801 	: 
A,TOTAL,M,MEI_E,PPS,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	17047 	19000 	21475 	21542 b	22431 	21450 	22601 	23193 	21399 	20323 	19032 	19737 	20232 	20245 	22285 	21681 	21969 	23232 	24297 	: 
A,TOTAL,M,MEI_E,PPS,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	8943 	9472 	10232 	11179 	11679 	11166 	11579 	11900 	12522 	12852 	13446 	14424 	14586 	15191 	16031 	16338 	16072 	17687 	18678 	19250 
A,TOTAL,M,MEI_E,PPS,DE	13718 	14381 	14954 	15314 	15731 	16900 	18498 	: 	: 	17834 b	17115 	20311 	21239 	20911 	20510 	21326 	22214 	23004 	22525 	23690 	24499 	24642 	25450 	25880 	28324 b	27723 	26968 	28355 	29734 
A,TOTAL,M,MEI_E,PPS,DK	: 	: 	: 	: 	: 	: 	: 	17128 	16405 	17001 	17362 	18433 	19330 	18619 	19078 	21112 b	21268 	22071 	22462 	22885 	24370 	23357 	24731 	25216 	24790 b	26010 	26465 	26421 	28420 
A,TOTAL,M,MEI_E,PPS,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21466 	21985 	22622 b	22658 	: 	: 	: 
A,TOTAL,M,MEI_E,PPS,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21529 	22044 	22675 b	: 	: 	: 	: 
A,TOTAL,M,MEI_E,PPS,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21466 	21985 	22622 b	22658 	: 	: 	: 
A,TOTAL,M,MEI_E,PPS,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19579 	20086 	21015 	21058 	21353 	21867 	22503 	22568 	23174 	24639 	: 
A,TOTAL,M,MEI_E,PPS,EE	: 	: 	: 	: 	: 	: 	: 	: 	5431 	5926 	7020 	8062 	9045 	9707 	9042 	9019 	9699 	10583 	11568 b	12830 	14274 	14464 	15244 	16217 	16387 	17169 	19964 	18130 	19478 
A,TOTAL,M,MEI_E,PPS,EL	8097 	8394 	8872 	9479 	9593 	10528 	10743 	12289 b	12077 	12950 	13398 	13801 	14413 	15046 	14908 	13599 	11490 	10276 	10112 	10270 	10588 	10570 	10748 	11288 	11753 	11404 	12471 	13302 	: 
A,TOTAL,M,MEI_E,PPS,ES	8979 	9262 	9771 	10193 	10754 	12069 	13062 	: 	13337 b	13481 	14158 	14748 	17741 b	18313 	17526 	17080 	16790 	16566 	16621 	16782 	17914 	18078 	18635 	18793 	19046 	18741 	19950 	21759 	23797 
A,TOTAL,M,MEI_E,PPS,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19872 	20461 e	: 	: 	: 	: 	: 
A,TOTAL,M,MEI_E,PPS,EU15	12337 e	12642 e	13061 e	13671 e	14088 e	14893 e	15902 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,M,MEI_E,PPS,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19942 	20528 e	: 	: 	: 	: 	: 
A,TOTAL,M,MEI_E,PPS,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17067 	17354 	17621 	17596 	18171 	19062 	19165 	19528 e	20143 e	20746 b	20921 	21646 	23133 	: 
A,TOTAL,M,MEI_E,PPS,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19872 	20461 e	: 	: 	: 	: 	: 
A,TOTAL,M,MEI_E,PPS,FI	: 	11614 	12104 	12445 	12935 	13255 	14400 	: 	15009 b	16135 	16690 	17336 	18867 	19567 	19384 	20237 	20914 	21715 	21619 	21771 	22605 	22319 	22683 	23283 	23154 	22969 	24057 	25091 	26320 
A,TOTAL,M,MEI_E,PPS,FR	13381 	13597 	13732 	14598 	15414 	15362 	16458 	: 	16116 b	16866 	17196 	17224 	21191 b	21370 	21214 	22089 	22711 	23037 	22825 	23544 	24227 	23736 	23150 	23905 	22766 b	23556 	24171 b	25627 	: 
A,TOTAL,M,MEI_E,PPS,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8817 	8427 	8373 	8543 	8636 	9341 	10092 	10603 	11102 	12027 	12351 	12685 	13769 	15155 b	: 
A,TOTAL,M,MEI_E,PPS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	6384 	7286 	7261 	7346 	7594 	7401 	8154 	8655 	8352 	8695 	9115 	9544 	9533 	9833 	10699 	11092 	11263 	11816 	12678 	: 
A,TOTAL,M,MEI_E,PPS,IE	10989 	12092 	12137 	13938 	13393 	13350 	14612 	15518 b	16979 	17974 	19515 	21288 	21435 	20391 	19891 	19556 	19275 	19969 	19573 	20570 	21037 	21913 	22618 	22785 b	22925 b	23429 	23632 	25085 	: 
A,TOTAL,M,MEI_E,PPS,IS	: 	: 	: 	: 	: 	: 	: 	: 	18057 	19486 	21432 	23487 	25398 	25920 	20901 	20038 	20346 	21739 	22234 	23267 	24732 	24750 	26085 	26026 	25078 	: 	: 	: 	: 
A,TOTAL,M,MEI_E,PPS,IT	10625 	10745 	10889 	11492 	12073 	12862 	12979 	: 	15794 b	16281 	16441 	17117 	17823 	18097 	17879 	18429 	18169 	17926 	17764 	17769 	18684 	19091 	19432 	19876 	20522 	20397 	21796 	23063 	24422 
A,TOTAL,M,MEI_E,PPS,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	4898 	5722 	7111 	8522 	9295 	7627 	7283 	8209 	9057 	9647 	10557 	11993 	12506 	13649 	14565 	16018 	17718 	18589 	18570 	: 
A,TOTAL,M,MEI_E,PPS,LU	22464 	23099 	23645 	23904 	24564 	26424 	27947 	29642 b	29851 	31250 	30161 	31366 	31558 	31652 	30474 	30601 	30374 	33042 	32219 	33340 	32237 b	33976 	32361 	34553 	33354 b	36906 b	37302 b	40955 	44566 
A,TOTAL,M,MEI_E,PPS,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	5029 	5915 	7098 	9086 	8935 	7248 	7421 	7686 	8156 	9177 	10030 	11243 	11324 	12437 	13577 	13695 	15034 	15794 	16191 	17959 
A,TOTAL,M,MEI_E,PPS,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6468 	6430 	6774 	7273 	7751 	7718 	7633 	7883 	7349 	8321 	: 	: 
A,TOTAL,M,MEI_E,PPS,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4608 	4734 	4887 	5299 	5661 	5874 	5963 	6189 	6565 	: 	: 	: 	: 
A,TOTAL,M,MEI_E,PPS,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	13379 	13706 	13823 	15020 	15556 	15309 	15922 	16501 	17422 	17819 	18988 	19795 	20412 	20542 	21140 	22032 	22245 	24367 	25715 	: 
A,TOTAL,M,MEI_E,PPS,NL	12553 	13179 	13688 	14520 	15599 	15520 	15808 	: 	: 	18111 b	18926 	20473 	22229 	22048 	21290 	21182 	21558 	21666 	21084 	22077 	23973 b	24040 	24562 	24882 	25693 	26968 	27929 	28550 	30604 
A,TOTAL,M,MEI_E,PPS,NO	: 	: 	: 	: 	: 	: 	: 	21338 	20966 	22159 	23934 	22269 	25607 	26551 	25403 	26274 	27429 	28844 	30469 	31235 	30889 	29438 	28595 	29416 	30631 	29382 b	31148 	32399 b	: 
A,TOTAL,M,MEI_E,PPS,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	5724 	6085 	6692 	8104 	8772 	8900 	9713 	10206 	10681 	11102 	11443 	12411 	12791 	13007 	14093 	15119 	15550 	16761 	18713 	: 
A,TOTAL,M,MEI_E,PPS,PT	7803 	7918 	8346 	8738 	9136 	9646 	10562 	: 	10497 b	10847 	11291 	11778 	12152 	11905 	11955 	12089 	12199 	11987 	12363 	12504 	13235 	13167 	12989 	13808 	14641 	14856 	14734 	16500 	: 
A,TOTAL,M,MEI_E,PPS,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3401 	3681 	4050 	4162 	4238 	4309 	4525 	4616 	5126 	5376 	6025 	7439 	8567 	8914 	9888 	11271 	12174 	: 
A,TOTAL,M,MEI_E,PPS,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5701 	5379 	5593 	5836 	5952 	5834 	6869 	7658 	7962 	8578 	: 	: 
A,TOTAL,M,MEI_E,PPS,SE	: 	: 	: 	: 	: 	: 	: 	: 	15200 	15929 	16122 	17299 	18946 b	19898 	19035 	19630 	20477 	21809 	21437 	22071 	23110 	22307 	22494 	22510 	22232 	22733 	22921 	25299 	26036 
A,TOTAL,M,MEI_E,PPS,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	12775 	13412 	14235 	15092 	15649 	14576 	15169 	15422 	15446 	15665 	16484 	16643 	16596 	17076 	18315 	18471 	19154 	20422 	22054 	23578 
A,TOTAL,M,MEI_E,PPS,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	4477 	5364 	6350 	7487 	8891 	9489 	10119 	10896 	10493 	11004 	10922 	11303 	10111 	10386 	11185 	10544 	9902 	10217 	10807 	: 
A,TOTAL,M,MEI_E,PPS,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4900 	5565 	5745 	6218 	6076 	6683 	7187 	7292 	7470 	7852 	9142 	9286 	9193 	9281 	9341 	8764 	10260 	10676 	: 
A,TOTAL,M,MEI_E,PPS,UK	13912 	14072 	14789 	15666 	15250 	16430 	17816 	: 	: 	21108 b	21210 	22641 	23013 	20448 	19497 	19655 	19495 b	19769 	20148 	21650 	20505 	22227 b	22555 	: 	: 	: 	: 	: 	: 
A,TOTAL,M,MEI_E,PPS,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5118 	: 	: 	: 	: 	: 	: 
A,TOTAL,T,MED_E,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1760 	1997 	2231 	2523 	2583 	: 	: 	: 
A,TOTAL,T,MED_E,EUR,AT	13971 	14812 	14380 	14217 	14381 	15116 	15288 	15630 b	16864 	17758 	17854 	18156 	19413 b	20469 	21058 	21463 	21807 	22073 	23211 	23260 	23694 	24752 	25176 	25729 	26555 	27428 	27844 	31443 	: 
A,TOTAL,T,MED_E,EUR,BE	13405 	14111 	14089 	14027 	14200 	14778 	15492 	15522 b	15674 	16581 	17213 	17566 	17985 	19313 	19464 	20008 	20280 	21483 	21705 	21654 	22295 	22733 	23686 	24608 b	25672 	25855 	27314 	28997 	30392 
A,TOTAL,T,MED_E,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1384 	1481 	2171 	2828 	3017 	2914 	2860 	2924 	3311 	3332 	3151 b	3590 	3590 	4224 	4612 	5157 	5378 	6523 	7811 
A,TOTAL,T,MED_E,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27679 	26987 	28958 	30666 	33936 	39407 	40791 	38162 b	39586 	44253 	43741 	43013 	41259 	43051 	44753 	45405 	49328 	: 
A,TOTAL,T,MED_E,EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	13157 	14536 	16014 	16024 b	16451 	16180 	16990 	16927 	15873 	14400 	13793 	14020 	14497 	15336 	16215 	16704 	16686 	17856 	18873 	: 
A,TOTAL,T,MED_E,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	4233 	4802 	5423 	6068 	7295 	7058 	7451 	7791 	7694 	7622 	7423 	7838 	8282 	9088 	9995 	10627 	10625 	12146 	13656 	15133 
A,TOTAL,T,MED_E,EUR,DE	13439 	14524 	14769 	14393 	14603 	15340 	15758 	: 	: 	16393 b	15663 	17777 	18309 	18586 	18797 	19043 	19595 	19582 	19733 	20668 	21275 	21920 	22713 	23515 	26008 b	24946 	24925 	26274 	27556 
A,TOTAL,T,MED_E,EUR,DK	: 	: 	: 	: 	: 	: 	: 	20923 	21225 	22124 	22663 	23341 	24161 	25029 	25668 	26944 b	27184 	27444 	27861 	28364 	28665 	29383 	30104 	30717 	30681 b	32088 	33260 	33903 	34843 
A,TOTAL,T,MED_E,EUR,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16826 e	17108 e	17301 e	17222 e	17481 e	17467 e	17506 e	17759 e	18239 e	18708 e	19235 e	19736 	20810 b	20780 	: 	: 	: 
A,TOTAL,T,MED_E,EUR,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	14284 	14384 	15281 	16499 	16986 	17172 	17140 	17401 	17389 	17506 	17870 	18349 	18816 	19340 	19839 	20913 b	: 	: 	: 	: 
A,TOTAL,T,MED_E,EUR,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	14155 	14260 	15157 	16378 	16868 	17047 	17018 	17283 	17276 	17393 	17759 	18239 	18708 	19235 	19736 	20810 b	20780 	: 	: 	: 
A,TOTAL,T,MED_E,EUR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17349 	17606 	18085 	18556 	19084 	19588 	20661 	20628 	21267 	22570 	: 
A,TOTAL,T,MED_E,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	2564 	2980 	3639 	4448 	5547 	6209 	5727 	5598 	5987 	6579 	7217 b	7889 	8645 	9384 	10524 	11461 	12228 	12623 	14827 	15128 	16140 
A,TOTAL,T,MED_E,EUR,EL	5208 	5467 	5891 	6413 	6350 	6924 	7119 	8206 b	8844 	9417 	9850 	10200 	10800 	11496 	11963 	10985 	9513 	8371 	7680 	7520 	7500 	7600 	7863 	8195 	8781 	8752 	9520 	10050 	: 
A,TOTAL,T,MED_E,EUR,ES	6173 	6247 	6619 	6796 	7485 	8236 	9034 	: 	10327 b	10453 	11138 	11645 	13966 b	14795 	14605 	13929 	13868 	13524 	13269 	13352 	13681 	14203 	14785 	15015 	16043 	15892 	16814 	18316 	19307 
A,TOTAL,T,MED_E,EUR,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14623 e	14775 e	14841 e	14960 e	15456 e	15433 e	15790 e	16138 e	16529 e	16891 e	17435 e	17864 e	: 	: 	: 	: 	: 
A,TOTAL,T,MED_E,EUR,EU15	10533 e	10899 e	11415 e	11924 e	12237 e	13009 e	13866 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,T,MED_E,EUR,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	12646 e	12953 e	13914 	14623 	14775 	14919 	15041 	15543 	15522 	15881 	16228 	16619 	16979 	17522 	17950 e	: 	: 	: 	: 	: 
A,TOTAL,T,MED_E,EUR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	12707 e	12677 e	12902 e	14015 e	14564 e	14521 	14652 	14924 	14962 	15101 	15422 	15847 	16281 	16832 e	17325 e	18296 b	18368 	19083 	20350 	: 
A,TOTAL,T,MED_E,EUR,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14841 	14960 	15456 	15433 	15790 	16138 	16529 	16891 	17435 	17864 e	: 	: 	: 	: 	: 
A,TOTAL,T,MED_E,EUR,FI	: 	12792 	12816 	13381 	13498 	14209 	14861 	: 	16679 b	17481 	18304 	18703 	19794 	20962 	21349 	21826 	22699 	23272 	23702 	23763 	23650 	23987 	24544 	24879 	25490 	25456 	26541 	27346 	28693 
A,TOTAL,T,MED_E,EUR,FR	12653 	13191 	13353 	13557 	13814 	14104 	14889 	: 	15242 b	15946 	16209 	16441 	18899 b	19644 	19960 	19995 	20603 	20924 	21199 	21415 	21713 	21960 	22220 	22562 	22143 b	22732 	23053 b	24179 	: 
A,TOTAL,T,MED_E,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5810 	5579 	5309 	5078 	5256 	5526 	5786 	6209 	6596 	7194 	7770 	8065 	8760 	9873 b	: 
A,TOTAL,T,MED_E,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	3447 	3849 	3936 	4400 	4739 	4241 	4493 	4696 	4449 	4512 	4556 	4768 	4988 	5424 	5852 	6478 	6619 	6975 	7423 	: 
A,TOTAL,T,MED_E,EUR,IE	7955 	8244 	9173 	10802 	11095 	12127 	14271 	17079 b	18075 	18798 	19757 	22065 	22995 	22445 	20512 	19726 	19648 	19856 	20171 	21629 	22544 	22879 	24920 	25422 b	26766 b	28762 	30063 	30689 	: 
A,TOTAL,T,MED_E,EUR,IS	: 	: 	: 	: 	: 	: 	: 	: 	22366 	23679 	28458 	28781 	32206 	22362 	18320 	18973 	19361 	21234 	22487 	24554 	28393 	33874 	39918 	37198 	35934 	: 	: 	: 	: 
A,TOTAL,T,MED_E,EUR,IT	7702 	7355 	8295 	8860 	9340 	9968 	10399 	: 	13631 b	14307 	14560 	15106 	15640 	15605 	15964 	15971 	15979 	15733 	15759 	15846 	16247 	16542 	16844 	17165 	18067 	17532 	18592 	19819 	20605 
A,TOTAL,T,MED_E,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	2058 	2534 	3276 	4111 	4715 	4030 	3857 	4337 	4698 	4823 	5180 	5645 	6134 	6895 	7586 	8606 	9669 	10195 	11284 	: 
A,TOTAL,T,MED_E,EUR,LU	18679 	20164 	20585 	20808 	21270 	22121 	23114 	25780 b	26941 	28396 	29480 	29892 	30917 	31764 	32333 	32538 	32779 	33301 	34320 	35270 	32841 b	36315 	34472 	36354 	37844 b	42482 b	45310 b	47636 	50799 
A,TOTAL,T,MED_E,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	2080 	2530 	3365 	4740 	5355 	4488 	4195 	4450 	4666 	5203 	5828 	6365 	6607 	7333 	8187 	8827 	9437 	10258 	11258 	12821 
A,TOTAL,T,MED_E,EUR,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2964 	3032 	3131 	3200 	3496 	3783 	3768 	3911 	3796 	4293 	: 	: 
A,TOTAL,T,MED_E,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1822 	1904 	1946 	2119 	2233 	2439 	2626 	2727 	2983 	: 	: 	: 	: 
A,TOTAL,T,MED_E,EUR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	8591 	9030 	9304 	10009 	10503 	10435 	10862 	11449 	12043 	12808 	13551 	13617 	14522 	14781 	15354 	16240 	17036 	18155 	18940 	: 
A,TOTAL,T,MED_E,EUR,NL	11351 	11855 	12393 	12249 	12782 	13326 	13820 	: 	: 	17000 b	17263 	18244 	19522 	20156 	20292 	20310 	20562 	20839 	20891 	21292 	22733 b	23561 	24016 	24612 	25801 	28441 	29537 	29249 	31981 
A,TOTAL,T,MED_E,EUR,NO	: 	: 	: 	: 	: 	: 	: 	27498 	26394 	25662 	28410 	28934 	31798 	33737 	32399 	36453 	40106 	42909 	43775 	41483 	39573 	38471 	39438 	39125 	40241 	35911 b	39206 	41814 b	: 
A,TOTAL,T,MED_E,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	2533 	3111 	3502 	4155 	5097 	4405 	5025 	5060 	5164 	5336 	5556 	5884 	5945 	6574 	7124 	8022 	8297 	8946 	10048 	: 
A,TOTAL,T,MED_E,EUR,PT	4337 	4647 	4946 	5029 	5280 	5662 	5983 	: 	6916 b	7195 	7311 	7573 	8143 	8282 	8678 	8410 	8323 	8177 	8229 	8435 	8782 	9071 	9346 	10023 	10800 	11089 	11014 	11824 	: 
A,TOTAL,T,MED_E,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1604 	1952 	2172 	2036 	2091 	2049 	2016 	2155 	2315 	2448 	2742 	3284 	3851 	4267 	4830 	5512 	6568 	: 
A,TOTAL,T,MED_E,EUR,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2419 	2426 	2382 	2432 	2534 	2739 	3277 	3733 	4093 	4509 	: 	: 
A,TOTAL,T,MED_E,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	17329 	17498 	17991 	18845 	20217 b	20477 	18897 	21584 	23852 	25401 	25838 	25306 	25164 	25376 	25540 	24474 	24700 	25498 	26738 	27250 	26915 
A,TOTAL,T,MED_E,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	8797 	9317 	9907 	10893 	11864 	11736 	11999 	12122 	11852 	11909 	12332 	12327 	12713 	13244 	14067 	14774 	15415 	16544 	18053 	19620 
A,TOTAL,T,MED_E,EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	2830 	3313 	3972 	4792 	5671 	6117 	6306 	6927 	6737 	6809 	6930 	6951 	7183 	7462 	8119 	8703 	8473 	8819 	9214 	: 
A,TOTAL,T,MED_E,EUR,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2354 	2696 	2903 	3049 	2754 	3326 	3222 	3438 	3497 	3386 	3752 	3866 	3499 	3021 	3128 	2771 	2804 	2957 	: 
A,TOTAL,T,MED_E,EUR,UK	10429 	10188 	10962 	13606 	13814 	15444 	17724 	: 	: 	18540 b	19495 	21143 	18923 	16262 	17106 	17136 	19166 b	18694 	20528 	21028 	21136 	20995 b	21464 	: 	: 	: 	: 	: 	: 
A,TOTAL,T,MED_E,EUR,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2059 	: 	: 	: 	: 	: 	: 
A,TOTAL,T,MED_E,NAC,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	241694 	267903 	284642 	310403 	319651 	: 	: 	: 
A,TOTAL,T,MED_E,NAC,AT	13747 	14190 	14040 	14283 	14480 	15116 	15288 	15630 b	16864 	17758 	17854 	18156 	19413 b	20469 	21058 	21463 	21807 	22073 	23211 	23260 	23694 	24752 	25176 	25729 	26555 	27428 	27844 	31443 	: 
A,TOTAL,T,MED_E,NAC,BE	13178 	13485 	13726 	14094 	14299 	14778 	15492 	15522 b	15674 	16581 	17213 	17566 	17985 	19313 	19464 	20008 	20280 	21483 	21705 	21654 	22295 	22733 	23686 	24608 b	25672 	25855 	27314 	28997 	30392 
A,TOTAL,T,MED_E,NAC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2706 	2896 	4247 	5530 	5900 	5700 	5593 	5718 	6476 	6516 	6163 b	7022 	7022 	8261 	9020 	10086 	10519 	12758 	15276 
A,TOTAL,T,MED_E,NAC,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	43536 	44332 	45967 	46306 	46842 	48573 	49165 	46982 b	48081 	47258 	47687 	47817 	47654 	47890 	47908 	49088 	49560 	: 
A,TOTAL,T,MED_E,NAC,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	7655 	8385 	9221 	9336 b	16451 	16180 	16990 	16927 	15873 	14400 	13793 	14020 	14497 	15336 	16215 	16704 	16686 	17856 	18873 	: 
A,TOTAL,T,MED_E,NAC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	134979 	143010 	153686 	168472 	181973 	186588 	188400 	191588 	193488 	198028 	204395 	213812 	223891 	239258 	256352 	272800 	281091 	311411 	335471 	363253 
A,TOTAL,T,MED_E,NAC,DE	13224 	13915 	14419 	14456 	14702 	15340 	15758 	: 	: 	16393 b	15663 	17777 	18309 	18586 	18797 	19043 	19595 	19582 	19733 	20668 	21275 	21920 	22713 	23515 	26008 b	24946 	24925 	26274 	27556 
A,TOTAL,T,MED_E,NAC,DK	: 	: 	: 	: 	: 	: 	: 	155466 	157718 	164600 	168879 	174101 	180015 	186614 	191127 	200663 b	202535 	204288 	207785 	211450 	213803 	218764 	223930 	228941 	229067 b	239189 	247352 	252222 	259609 
A,TOTAL,T,MED_E,NAC,EE	: 	: 	: 	: 	: 	: 	: 	: 	2564 	2980 	3639 	4448 	5547 	6209 	5727 	5598 	5987 	6579 	7217 b	7889 	8645 	9384 	10524 	11461 	12228 	12623 	14827 	15128 	16140 
A,TOTAL,T,MED_E,NAC,EL	4455 	4920 	5346 	5893 	6237 	6700 	7119 	8206 b	8844 	9417 	9850 	10200 	10800 	11496 	11963 	10985 	9513 	8371 	7680 	7520 	7500 	7600 	7863 	8195 	8781 	8752 	9520 	10050 	: 
A,TOTAL,T,MED_E,NAC,ES	5896 	6120 	6395 	6775 	7521 	8236 	9034 	: 	10327 b	10453 	11138 	11645 	13966 b	14795 	14605 	13929 	13868 	13524 	13269 	13352 	13681 	14203 	14785 	15015 	16043 	15892 	16814 	18316 	19307 
A,TOTAL,T,MED_E,NAC,FI	: 	12282 	12562 	13235 	13582 	14209 	14861 	: 	16679 b	17481 	18304 	18703 	19794 	20962 	21349 	21826 	22699 	23272 	23702 	23763 	23650 	23987 	24544 	24879 	25490 	25456 	26541 	27346 	28693 
A,TOTAL,T,MED_E,NAC,FR	12698 	13121 	13224 	13666 	13902 	14104 	14889 	: 	15242 b	15946 	16209 	16441 	18899 b	19644 	19960 	19995 	20603 	20924 	21199 	21415 	21713 	21960 	22220 	22562 	22143 b	22732 	23053 b	24179 	: 
A,TOTAL,T,MED_E,NAC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42643 	40667 	40000 	38194 	39600 	41632 	43593 	46783 	49700 	54200 	58541 	60768 	66000 	9873 b	: 
